key,Total Occurrences,whaleSharkID,organismID,identificationID,Oldest Occurrence,Newest Occurrence,HUMAN_OBSERVATION,MACHINE_OBSERVATION,sex,lifeStage (year),continent (year),publishingCountry (year),country (year),stateProvince - verbatimLocality (month year),occurrenceRemarks (eventDate),lat:decimalLatitude long:decimalLongitude (eventDate),"imageURL (license, creator)"
5198994927,1,647630771,,647630771,2025-06-03,2025-06-03,1,0,Unknown,Unknown (2025),Asia (2025),United States (2025),Oman (2025),Unknown,Feeding on fish eggs. (2025-06-03),lat:23.880354 long:58.357209 (Arabian Sea 2025-06-03),"https://inaturalist-open-data.s3.amazonaws.com/photos/519729370/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Simon Pierce)"
5204970503,1,,,,2025-06-15,2025-06-15,1,0,Unknown,Unknown (2025),North America (2025),Netherlands (2025),Mexico (2025),Unknown,Unknown,lat:21.800308 long:-86.224823 (Caribbean Sea 2025-06-15),"https://observation.org/photos/124906518.jpg (license: http://creativecommons.org/licenses/by-nc-nd/4.0/, creator: Liset Willemse), https://observation.org/photos/124906517.jpg (license: http://creativecommons.org/licenses/by-nc-nd/4.0/, creator: Liset Willemse), https://observation.org/photos/124906515.jpg (license: http://creativecommons.org/licenses/by-nc-nd/4.0/, creator: Liset Willemse), https://observation.org/photos/124906516.jpg (license: http://creativecommons.org/licenses/by-nc-nd/4.0/, creator: Liset Willemse), https://observation.org/photos/124906519.jpg (license: http://creativecommons.org/licenses/by-nc-nd/4.0/, creator: Liset Willemse)"
5206482544,1,652988113,,652988113,2025-06-19,2025-06-19,1,0,Unknown,Unknown (2025),Asia (2025),United States (2025),Indonesia (2025),Gorontalo - Indonesia (Jun 2025),Unknown,lat:0.576026 long:123.026476 (Unknown 2025-06-19),"https://inaturalist-open-data.s3.amazonaws.com/photos/525064873/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Fadzrun), https://inaturalist-open-data.s3.amazonaws.com/photos/525064812/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Fadzrun)"
5206796756,1,653899938,,653899938,2025-06-23,2025-06-23,1,0,Unknown,Unknown (2025),North America (2025),United States (2025),Mexico (2025),Unknown,Unknown,lat:21.543728 long:-86.878196 (Gulf of Mexico 2025-06-23),"https://inaturalist-open-data.s3.amazonaws.com/photos/525946741/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Aaron Abel)"
5215845350,1,655548969,,655548969,2025-06-27,2025-06-27,1,0,Unknown,Unknown (2025),Oceania (2025),United States (2025),Australia (2025),"Western Australia - Exmouth, AU-WA, AU (Jun 2025)",Unknown,lat:-21.95819 long:113.808863 (Northwest Australian Shelf 2025-06-27),"https://inaturalist-open-data.s3.amazonaws.com/photos/527470434/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Henry Cooper)"
5216296641,1,656297056,,656297056,2025-06-26,2025-06-26,1,0,Male,Unknown (2025),Asia (2025),United States (2025),Saudi Arabia (2025),"Tabuk - Tabuk, SA (Jun 2025)",Unknown,lat:27.850385 long:34.941074 (Red Sea 2025-06-26),"https://inaturalist-open-data.s3.amazonaws.com/photos/528203729/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Nathan Cook), https://inaturalist-open-data.s3.amazonaws.com/photos/528203028/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Nathan Cook), https://inaturalist-open-data.s3.amazonaws.com/photos/528203726/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Nathan Cook), https://inaturalist-open-data.s3.amazonaws.com/photos/528203739/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Nathan Cook), https://inaturalist-open-data.s3.amazonaws.com/photos/528203742/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Nathan Cook)"
5216551828,1,656930318,,656930318,2025-06-25,2025-06-25,1,0,Unknown,Unknown (2025),North America (2025),United States (2025),Mexico (2025),Baja California - MX (Jun 2025),Unknown,lat:28.895353 long:-113.48555 (Gulf of California 2025-06-25),"https://inaturalist-open-data.s3.amazonaws.com/photos/528845087/original.jpg (license: CC0 [Public Domain], creator: Kristen Francis)"
5217406349,1,655548963,,655548963,2025-06-27,2025-06-27,1,0,Unknown,Unknown (2025),Oceania (2025),United States (2025),Australia (2025),"Western Australia - Exmouth, AU-WA, AU (Jun 2025)",Missing ~half its left pectoral fin. (2025-06-27),lat:-21.918994 long:113.993053 (Unknown 2025-06-27),"https://inaturalist-open-data.s3.amazonaws.com/photos/527470893/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Henry Cooper), https://inaturalist-open-data.s3.amazonaws.com/photos/527470423/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Henry Cooper), https://inaturalist-open-data.s3.amazonaws.com/photos/527470901/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Henry Cooper)"
5217418346,1,655548970,,655548970,2025-06-27,2025-06-27,1,0,Unknown,Unknown (2025),Oceania (2025),United States (2025),Australia (2025),"Western Australia - Exmouth, AU-WA, AU (Jun 2025)",Unknown,lat:-21.831862 long:113.800742 (Northwest Australian Shelf 2025-06-27),"https://inaturalist-open-data.s3.amazonaws.com/photos/527470424/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Henry Cooper)"
5230127983,1,664775325,,664775325,2025-06-18,2025-06-18,1,0,Unknown,Unknown (2025),Oceania (2025),United States (2025),Australia (2025),"Western Australia - Western Australia, AU (Jun 2025)",Unknown,lat:-21.875263 long:113.848858 (Northwest Australian Shelf 2025-06-18),"https://inaturalist-open-data.s3.amazonaws.com/photos/536453291/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Sarah)"
5231057803,1,664340547,,664340547,2025-06-04,2025-06-04,1,0,Unknown,Unknown (2025),North America (2025),United States (2025),Mexico (2025),Unknown,Unknown,lat:21.629518 long:-86.854985 (Gulf of Mexico 2025-06-04),"https://inaturalist-open-data.s3.amazonaws.com/photos/536024554/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Chen Zhi)"
5759535747,1,657598200,,657598200,2025-06-29,2025-06-29,1,0,Unknown,Unknown (2025),Oceania (2025),United States (2025),United States (2025),"Hawaii - Honolulu County, US-HI, US (Jun 2025)",Unknown,lat:21.568537 long:-158.290161 (Insular Pacific-Hawaiian 2025-06-29),"https://inaturalist-open-data.s3.amazonaws.com/photos/529485171/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Rad Dad Chad), https://inaturalist-open-data.s3.amazonaws.com/photos/529485381/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Rad Dad Chad)"
5760989723,1,686557608,,686557608,2025-06-28,2025-06-28,1,0,Unknown,Unknown (2025),Oceania (2025),Australia (2025),Australia (2025),"Western Australia - Exmouth, AU-WA, AU (Jun 2025)",Unknown,lat:-21.874373 long:114.060868 (Unknown 2025-06-28),"https://inaturalist-open-data.s3.amazonaws.com/photos/556865395/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: kaylene77)"
5215868941,1,660385640,,660385640,2025-07-05,2025-07-05,1,0,Unknown,Unknown (2025),Oceania (2025),Australia (2025),Australia (2025),"Western Australia - Western Australia, AU (Jul 2025)",Unknown,lat:-22.072143 long:113.857953 (Northwest Australian Shelf 2025-07-05),"https://inaturalist-open-data.s3.amazonaws.com/photos/532222199/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: clancy2323)"
5216542000,1,660440785,,660440785,2025-07-06,2025-07-06,1,0,Unknown,Unknown (2025),Asia (2025),United States (2025),Philippines (2025),Cebu - Philippines (Jul 2025),Site encadré pour l'observation des requins baleines. Avec Christophe Huguet. (2025-07-06),lat:9.531595 long:123.256223 (Sulu-Celebes Sea 2025-07-06),"https://inaturalist-open-data.s3.amazonaws.com/photos/532271775/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: eliotthuguet)"
5217097989,1,660440788,,660440788,2025-07-06,2025-07-06,1,0,Unknown,Unknown (2025),Asia (2025),United States (2025),Philippines (2025),Cebu - Philippines (Jul 2025),Site encadré pour l'observation des requins baleines. Avec Christophe Huguet. (2025-07-06),lat:9.461274 long:123.363299 (Unknown 2025-07-06),"https://inaturalist-open-data.s3.amazonaws.com/photos/532271791/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: eliotthuguet)"
5229988051,1,662080643,,662080643,2025-07-05,2025-07-05,1,0,Unknown,Unknown (2025),North America (2025),United States (2025),Mexico (2025),Unknown,9 individuals (2025-07-05),lat:21.673822 long:-87.440969 (Gulf of Mexico 2025-07-05),"https://inaturalist-open-data.s3.amazonaws.com/photos/533850426/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Tristan), https://inaturalist-open-data.s3.amazonaws.com/photos/533850430/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Tristan), https://inaturalist-open-data.s3.amazonaws.com/photos/533850428/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Tristan), https://inaturalist-open-data.s3.amazonaws.com/photos/533850425/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Tristan), https://inaturalist-open-data.s3.amazonaws.com/photos/533850286/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Tristan)"
5230064962,1,664530281,,664530281,2025-07-12,2025-07-12,1,0,Unknown,Unknown (2025),North America (2025),United States (2025),Mexico (2025),Unknown,Unknown,lat:21.290463 long:-86.682644 (Caribbean Sea 2025-07-12),"https://inaturalist-open-data.s3.amazonaws.com/photos/536210982/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Lalo Toussaint)"
5230129202,1,665402932,,665402932,2025-07-15,2025-07-15,1,0,Unknown,Unknown (2025),Asia (2025),Australia (2025),Maldives (2025),Unknown,Unknown,lat:5.085632 long:73.106609 (Unknown 2025-07-15),"https://inaturalist-open-data.s3.amazonaws.com/photos/537041764/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Euan Thomas)"
5230167470,1,669337277,,669337277,2025-07-15,2025-07-15,1,0,Unknown,Unknown (2025),Asia (2025),United States (2025),Maldives (2025),Unknown,Unknown,lat:3.407039 long:73.490223 (Unknown 2025-07-15),"https://inaturalist-open-data.s3.amazonaws.com/photos/540830024/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Ana Cantero)"
5231672153,1,668626236,,668626236,2025-07-20,2025-07-20,1,0,Unknown,Adult (2025),North America (2025),Mexico (2025),Mexico (2025),Unknown,Unknown,lat:21.237456 long:-86.234688 (Caribbean Sea 2025-07-20),"https://inaturalist-open-data.s3.amazonaws.com/photos/540155861/original.jpg (license: CC BY [Attribution], creator: Sebastián de Jesús Herrera Buenfil), https://inaturalist-open-data.s3.amazonaws.com/photos/540155905/original.jpg (license: CC BY [Attribution], creator: Sebastián de Jesús Herrera Buenfil)"
5281818692,1,673841956,,673841956,2025-07-26,2025-07-26,1,0,Unknown,Unknown (2025),North America (2025),United States (2025),Mexico (2025),Unknown,Unknown,lat:21.423622 long:-86.483067 (Caribbean Sea 2025-07-26),"https://inaturalist-open-data.s3.amazonaws.com/photos/545075391/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: thompsonnl)"
5281904525,1,675467457,,675467457,2025-07-30,2025-07-30,1,0,Unknown,Unknown (2025),North America (2025),United States (2025),Mexico (2025),Baja California - Mexico (Jul 2025),Unknown,lat:28.952522 long:-113.535136 (Gulf of California 2025-07-30),"https://inaturalist-open-data.s3.amazonaws.com/photos/546608332/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Sarah Wang), https://inaturalist-open-data.s3.amazonaws.com/photos/546608412/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Sarah Wang), https://inaturalist-open-data.s3.amazonaws.com/photos/546608367/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Sarah Wang), https://inaturalist-open-data.s3.amazonaws.com/photos/546608285/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Sarah Wang)"
5292113055,1,683985277,,683985277,2025-07-06,2025-07-06,1,0,Unknown,Unknown (2025),Asia (2025),Australia (2025),Philippines (2025),Cebu - Philippines (Jul 2025),Unknown,lat:9.508168 long:123.270419 (Sulu-Celebes Sea 2025-07-06),"https://inaturalist-open-data.s3.amazonaws.com/photos/554572430/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Pete McGee)"
5760219850,1,691227782,,691227782,2025-07-11,2025-07-11,1,0,Unknown,Unknown (2025),North America (2025),United States (2025),Mexico (2025),Unknown,Digital Camera (2025-07-11),lat:21.312473 long:-86.043786 (Caribbean Sea 2025-07-11),"https://inaturalist-open-data.s3.amazonaws.com/photos/560733314/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Aaron Veale), https://inaturalist-open-data.s3.amazonaws.com/photos/560733297/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Aaron Veale), https://inaturalist-open-data.s3.amazonaws.com/photos/560733290/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Aaron Veale)"
5760902214,1,684440686,,684440686,2025-07-31,2025-07-31,1,0,Unknown,Unknown (2025),Asia (2025),United States (2025),Indonesia (2025),Bali - Indonesia (Jul 2025),Photo taken by Eliza Edwards (2025-07-31),lat:-8.73508 long:115.483684 (Unknown 2025-07-31),"https://inaturalist-open-data.s3.amazonaws.com/photos/555000301/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: KristovaIndra)"
5282451786,1,676180378,,676180378,2025-08-04,2025-08-04,1,0,Unknown,Unknown (2025),Asia (2025),United States (2025),China (2025),"Shandong - Qingdao, CN-SD, CN (Aug 2025)",截图自青岛本地钓友群视频 山东青岛黄岛区竹岔岛海域91号海区周边 (2025-08-04),lat:35.90025 long:120.212786 (Yellow Sea 2025-08-04),"https://inaturalist-open-data.s3.amazonaws.com/photos/547313800/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: xpeace99), https://inaturalist-open-data.s3.amazonaws.com/photos/547313799/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: xpeace99), https://inaturalist-open-data.s3.amazonaws.com/photos/547313797/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: xpeace99), https://inaturalist-open-data.s3.amazonaws.com/photos/547313803/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: xpeace99), https://inaturalist-open-data.s3.amazonaws.com/photos/547313801/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: xpeace99)"
5291815281,1,680238578,,680238578,2025-08-11,2025-08-11,1,0,Unknown,Unknown (2025),North America (2025),United States (2025),Mexico (2025),"Quintana Roo - Caribbean Sea, MX (Aug 2025)",Unknown,lat:21.406298 long:-86.772562 (Caribbean Sea 2025-08-11),"https://inaturalist-open-data.s3.amazonaws.com/photos/551060367/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: nomadicpoet)"
5291817482,1,682808752,,682808752,2025-08-05,2025-08-05,1,0,Unknown,Unknown (2025),North America (2025),United States (2025),Mexico (2025),Unknown,Unknown,lat:21.359958 long:-86.739567 (Caribbean Sea 2025-08-05),"https://inaturalist-open-data.s3.amazonaws.com/photos/553453207/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: sandrinelecomte13)"
5292101070,1,682808748,,682808748,2025-08-05,2025-08-05,1,0,Unknown,Unknown (2025),North America (2025),United States (2025),Mexico (2025),Unknown,Unknown,lat:21.271781 long:-86.725474 (Caribbean Sea 2025-08-05),"https://inaturalist-open-data.s3.amazonaws.com/photos/553453202/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: sandrinelecomte13), https://inaturalist-open-data.s3.amazonaws.com/photos/553453208/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: sandrinelecomte13), https://inaturalist-open-data.s3.amazonaws.com/photos/553453233/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: sandrinelecomte13)"
5292173923,1,679430406,,679430406,2025-08-09,2025-08-09,1,0,Unknown,Adult (2025),North America (2025),United States (2025),Mexico (2025),Unknown,Unknown,lat:21.354568 long:-86.536473 (Caribbean Sea 2025-08-09),"https://inaturalist-open-data.s3.amazonaws.com/photos/550296030/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Robin Istin)"
5292178459,1,682808753,,682808753,2025-08-05,2025-08-05,1,0,Unknown,Unknown (2025),North America (2025),United States (2025),Mexico (2025),Unknown,Unknown,lat:21.329706 long:-86.674846 (Caribbean Sea 2025-08-05),"https://inaturalist-open-data.s3.amazonaws.com/photos/553453229/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: sandrinelecomte13)"
5760412110,1,685109089,,685109089,2025-08-21,2025-08-21,1,0,Unknown,Unknown (2025),Asia (2025),United States (2025),Maldives (2025),Unknown,Unknown,lat:2.678055 long:72.462571 (Unknown 2025-08-21),"https://inaturalist-open-data.s3.amazonaws.com/photos/555533740/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: lukasemanuel), https://inaturalist-open-data.s3.amazonaws.com/photos/555533753/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: lukasemanuel)"
